"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"E(spl)malpha-BFM",5.07680002413035e-08,0.481621117928606,0.016,0.008,0.000631503155001574
"psq",5.08207850561113e-08,-0.120106795370636,0.763,0.79,0.000632159745312969
"ATP8A",5.78386866257639e-08,0.188449950123181,0.325,0.294,0.000719455422937878
"asRNA:CR43906",6.0134945446731e-08,0.801267688679231,0.039,0.025,0.000748018586411887
"mthl5",6.08197625416854e-08,-0.573351277920644,0.011,0.02,0.000756537026256025
"mod(mdg4)",6.19200176445013e-08,0.302786454633108,0.269,0.241,0.000770223099479952
"CG11007",6.20122378558009e-08,-0.713340689585527,0.013,0.023,0.000771370226688307
"wdb",6.26500218212049e-08,-0.137952992932162,0.454,0.491,0.000779303621433968
"Hayan",6.26549726382174e-08,-0.515361028412414,0.041,0.057,0.000779365204646786
"RhoGEF2",6.42176928922653e-08,0.252046002817364,0.26,0.23,0.000798803881886888
"Gs1",6.43181393255692e-08,-0.421146578384271,0.063,0.082,0.000800053335070755
"CG16985",6.53657903002144e-08,0.852202868941195,0.03,0.018,0.000813085065544367
"CG31928",6.67749142094659e-08,-1.42844508642373,0.004,0.01,0.000830613157851546
"Pomp",6.78400023891616e-08,-0.300436911168862,0.057,0.076,0.000843861789718782
"Nepl4",6.97787332750904e-08,-1.39690104554159,0.005,0.011,0.00086797766320885
"Lsm10",7.08129764670681e-08,-0.562283699220998,0.009,0.017,0.00088084261427386
"CG5390",7.28777962518121e-08,-0.484956802323453,0.023,0.035,0.00090652690757629
"Muc68D",7.33362599824945e-08,0.456731622847864,0.077,0.058,0.00091222973792225
"SCCRO4",7.34450961818569e-08,0.632879072541672,0.106,0.085,0.000913583551406118
"spir",7.43121699233632e-08,0.364194947787548,0.191,0.166,0.000924369081676715
"Saf-B",7.44652123969797e-08,0.2534918075412,0.25,0.221,0.00092627277700603
"Smg5",7.6335574717418e-08,-0.334512016485389,0.11,0.134,0.000949538213909962
"mthl3",7.66378791773945e-08,0.457356804184925,0.061,0.044,0.00095329857908761
"CG18249",7.66519505615902e-08,-1.25727115511426,0.005,0.012,0.000953473613035621
"Lst",7.7340645001787e-08,-0.522186017140984,0.064,0.083,0.000962040283177228
"CG15293",7.94662638404313e-08,-0.301110596346938,0.059,0.077,0.000988480855911125
"ND-MWFE",8.00741617998353e-08,-0.26852589988222,0.145,0.172,0.000996042498628152
"CG42232",8.09266623268916e-08,0.371677629905623,0.078,0.059,0.0010066467526842
"Mrtf",8.29514567349798e-08,-0.401064205521641,0.263,0.291,0.00103183317032641
"spt4",8.29897856095625e-08,-0.750742236306792,0.02,0.032,0.00103230994319735
"CG43313",8.37148661900956e-08,-0.487461506422364,0.079,0.1,0.0010413292205386
"CG11030",8.64285530743065e-08,0.345233737464546,0.166,0.14,0.0010750847716913
"CG17734",8.68234083743676e-08,-0.296702396497404,0.152,0.179,0.00107999637676876
"CG10561",8.81843336278565e-08,-0.711314055222474,0.023,0.035,0.00109692492599691
"CG2811",8.87490780032071e-08,-0.604763998361224,0.029,0.042,0.00110394978128189
"Mvb12",8.93822024740465e-08,-0.246050549553851,0.034,0.048,0.00111182521657466
"CG5955",9.07050692688008e-08,-0.446738237632264,0.024,0.037,0.00112828035663461
"snoRNA:Or-ACA9",9.10852014549274e-08,0.564959885974132,0.035,0.023,0.00113300882089784
"CG16772",9.17412558265616e-08,1.64250855794392,0.024,0.014,0.0011411694812266
"pps",9.30050842136874e-08,0.613656508501157,0.067,0.05,0.00115689024253406
"Fdx1",9.30179148643101e-08,-0.843926100800247,0.01,0.019,0.00115704984299715
"CG45078",9.37218455170703e-08,-0.468001443129969,0.043,0.059,0.00116580603638684
"alpha-Spec",9.54265234890195e-08,0.35698871527008,0.232,0.207,0.00118701052567991
"CG12576",9.5506676102214e-08,0.355067869652798,0.199,0.172,0.00118800754403544
"CG43800",9.80331012311128e-08,0.754362823710158,0.049,0.034,0.00121943374621381
"levy",9.96450211568892e-08,-0.159948477873749,0.287,0.32,0.00123948441817054
"CG42855",1.00267815510646e-07,-0.663859911489456,0.018,0.029,0.00124723135713693
"CG11836",1.01279163112552e-07,-0.765481838312996,0.01,0.018,0.00125981150995703
"Ctl2",1.01500552523085e-07,0.37673471634401,0.085,0.065,0.00126256537283466
"CG10418",1.0358242216943e-07,-0.729668472507805,0.014,0.023,0.00128846174936554
"ADD1",1.04075469137535e-07,0.535563397965603,0.082,0.063,0.0012945947606018
"Obp99c",1.06177285883306e-07,-0.292339390300532,0.15,0.177,0.00132073925910245
"CG10973",1.06319038260429e-07,-0.686088404123504,0.014,0.023,0.00132250251692147
"CG14629",1.07074646462195e-07,-0.343813848577102,0.055,0.073,0.00133190152734325
"crp",1.07903749927928e-07,-0.167623585281249,0.401,0.434,0.00134221474535349
"CG3631",1.08889585371561e-07,0.692629302958542,0.036,0.023,0.00135447755243685
"Tango9",1.14272834337352e-07,0.435214854767445,0.072,0.054,0.00142143978632232
"Hs6st",1.15104116224591e-07,-0.121024918764167,0.36,0.398,0.00143178010171769
"CG10208",1.16476137697785e-07,-0.25322337994996,0.015,0.026,0.00144884667682274
"CG8223",1.16627674175595e-07,-0.412960470880177,0.048,0.065,0.00145073163907022
"Rtc1",1.17039581477253e-07,-1.02609834694469,0.009,0.017,0.00145585535399555
"CG15760",1.18352100630153e-07,0.779363132430482,0.048,0.034,0.00147218177973847
"CG4968",1.20762034335162e-07,-0.642865726355576,0.019,0.031,0.00150215894509508
"CG4404",1.21218937641455e-07,-0.161666779586647,0.086,0.108,0.00150784236532206
"LysP",1.22026853803058e-07,-0.71855404437673,0.021,0.033,0.00151789203445624
"CG17646",1.22238064436872e-07,-0.490321290855284,0.13,0.154,0.00152051928353025
"Jafrac2",1.22728329809772e-07,0.747472780391482,0.021,0.012,0.00152661769450375
"Ubqn",1.23601308134291e-07,-0.292551334171839,0.076,0.097,0.00153747667188245
"CG15803",1.24590805178894e-07,0.759432907977239,0.057,0.041,0.00154978502562026
"Pde11",1.24907154010815e-07,0.215825934685077,0.438,0.409,0.00155372008874053
"CG11357",1.26974364643418e-07,0.475897040616085,0.176,0.151,0.00157943412179948
"lncRNA:CR44779",1.29251156859158e-07,-0.329114350845309,0.046,0.062,0.00160775514017106
"CG7560",1.29733238337454e-07,-0.806648353817812,0.015,0.025,0.00161375175167959
"Ugt36E1",1.32113793359521e-07,-0.457209873877665,0.016,0.027,0.00164336347559908
"lncRNA:CR43653",1.32369285010105e-07,0.752714322133322,0.017,0.009,0.0016465415362407
"Stat92E",1.33848092336823e-07,0.454894218110602,0.334,0.319,0.00166493642057775
"Vinc",1.34257925679455e-07,0.431688764864094,0.136,0.112,0.00167003433752674
"CanB2",1.35227152023031e-07,-0.134143816142372,0.149,0.177,0.00168209054401448
"CAH1",1.35417740073459e-07,0.722567260558093,0.08,0.062,0.00168446126877376
"eIF3i",1.36917265241044e-07,-0.254938949975264,0.076,0.096,0.00170311386233335
"Tep2",1.37003996846939e-07,0.115513039013398,0.117,0.096,0.00170419271677907
"ATPsyndelta",1.39816136220627e-07,-0.191406253071785,0.217,0.247,0.00173917291844838
"CG11399",1.41856622265408e-07,-0.434475009709736,0.04,0.056,0.00176455452435941
"Lnpk",1.50234596350355e-07,0.490107744122785,0.058,0.042,0.00186876814400207
"CG18547",1.53641762986511e-07,1.02016505490645,0.013,0.006,0.00191114988978921
"CG13366",1.54741024405195e-07,0.40487998117219,0.182,0.155,0.00192482360257623
"CG42694",1.59016810994359e-07,0.964162628714215,0.017,0.008,0.00197801011195884
"CG12560",1.59277858461433e-07,-0.534445772937469,0.011,0.02,0.00198125728140176
"CG31675",1.59809491800735e-07,-0.609765431559646,0.013,0.023,0.00198787026850934
"fusl",1.60526740855741e-07,0.296235247119997,0.035,0.023,0.00199679212950457
"Gdh",1.62097077143478e-07,-0.100995239311645,0.178,0.208,0.00201632554258772
"Snx6",1.66879318161704e-07,-0.249279796817597,0.067,0.086,0.00207581183861343
"CG45049",1.67647199873918e-07,-0.131068784879509,0.177,0.208,0.00208536351923167
"lncRNA:CR45102",1.81402191605672e-07,-0.185548595481372,0.11,0.134,0.00225646186138295
"krz",1.82127128494243e-07,-0.174774841941937,0.085,0.107,0.00226547935133989
"CG5767",1.83481294321754e-07,0.767766594022675,0.028,0.017,0.0022823238200683
"lncRNA:CR45473",1.84333248783008e-07,0.935711980279789,0.048,0.034,0.00229292128161183
"Zasp67",1.85560437377799e-07,1.00288712853985,0.019,0.01,0.00230818628054244
"Hers",1.85564221485941e-07,-0.37208511878529,0.408,0.419,0.00230823335106362
"Acbp5",1.8649918798344e-07,0.327140842820683,0.146,0.122,0.00231986339932601
"Tim23",1.86604409600855e-07,-0.393975928753152,0.063,0.081,0.00232117225102504
"CG14701",1.94318559027877e-07,-0.621018282701491,0.015,0.025,0.00241712855574777
"SC35",1.99401233561052e-07,-0.292652900102683,0.149,0.175,0.00248035194426593
"unc-4",2.0392444564807e-07,0.26681591270461,0.019,0.01,0.00253661617941635
"miple1",2.06852251789349e-07,-0.321956202940986,0.065,0.083,0.00257303516000771
"Sugb",2.1982583927605e-07,-0.614961023533744,0.027,0.039,0.00273441361475478
"CG33199",2.21435344210117e-07,-0.624649871614831,0.007,0.015,0.00275443424662965
"CG16762",2.28037624594458e-07,1.28621732850661,0.012,0.005,0.00283656001233046
"Sfxn1-3",2.28136202845779e-07,-0.238496220204325,0.071,0.09,0.00283778622719864
"CG3505",2.30044193952359e-07,-0.681481004899147,0.014,0.023,0.0028615197285734
"H",2.33982209069417e-07,-0.235195042855079,0.071,0.09,0.00291050469861448
"spd-2",2.340032199381e-07,-0.680037260660123,0.017,0.027,0.00291076605281002
"lncRNA:CR44268",2.34310688296356e-07,-0.65282071617877,0.015,0.024,0.00291459065171838
"Alg9",2.36666261653707e-07,0.99970624294574,0.023,0.013,0.00294389162871046
"PI4KIIIalpha",2.37132017852007e-07,0.524883655423429,0.089,0.07,0.00294968517006112
"CG43103",2.37857022680635e-07,-0.577063904969456,0.018,0.028,0.00295870350512442
"dpr3",2.39387263462354e-07,0.502555611801151,0.094,0.075,0.00297773817020822
"piwi",2.40971905693956e-07,-0.717483472605032,0.021,0.032,0.00299744953492712
"CG5674",2.4460139275138e-07,0.545755895534945,0.057,0.041,0.00304259672443442
"CG17508",2.46692343692328e-07,-0.217149911579124,0.232,0.262,0.00306860606318887
"lncRNA:CR33963",2.47321034702372e-07,-0.620418366878617,0.128,0.149,0.00307642635066281
"CG32695",2.51085781305842e-07,-0.246223219194293,0.048,0.064,0.00312325603366337
"Fur1",2.52470989713254e-07,-0.116620109166488,0.518,0.571,0.00314048664104317
"LManII",2.53104915274763e-07,-0.450071623004108,0.074,0.093,0.00314837204110278
"rho-4",2.5653973345752e-07,0.612492639398932,0.052,0.037,0.00319109774447809
"CG31233",2.56976579698497e-07,-0.715230020271915,0.014,0.023,0.0031965316748696
"vkg",2.60154306429598e-07,0.124360879096899,0.058,0.076,0.00323605941767777
"Met",2.6244659362555e-07,-0.222333866371113,0.141,0.167,0.00326457317810822
"CCT8",2.65363666475511e-07,-0.318893080544906,0.061,0.08,0.00330085864728888
"Sec63",2.66242361997306e-07,-0.361733773382244,0.08,0.101,0.00331178874088449
"CRMP",2.67018807698631e-07,-0.173583527159858,0.083,0.104,0.00332144694896327
"hiro",2.67335306722587e-07,0.735098555072254,0.022,0.013,0.00332538388032226
"CG14742",2.69263987020546e-07,0.563453031372789,0.045,0.031,0.00334937473454858
"Chrac-16",2.76419841160026e-07,-0.445718982445033,0.009,0.017,0.00343838640418956
"dx",2.84229279146469e-07,-0.795300532444647,0.017,0.028,0.00353552800330292
"Prat2",2.84636020056866e-07,-0.221592419381112,0.085,0.107,0.00354058745348736
"CG15443",2.90253440139522e-07,0.665409819109889,0.029,0.018,0.00361046254189551
"CG5445",2.95197730103842e-07,0.518523551950078,0.102,0.082,0.00367196456476169
"lig",3.01012686044376e-07,0.328392559709343,0.16,0.136,0.00374429680170599
"jing",3.02233565247882e-07,0.261596173941785,0.362,0.337,0.0037594833181184
"AdSL",3.03914025512485e-07,-0.384274587513777,0.015,0.025,0.0037803865633498
"CG11444",3.05109077278776e-07,-0.416353870512834,0.031,0.044,0.00379525181227069
"Mipp1",3.11796111916056e-07,0.447111005127415,0.087,0.068,0.00387843183612382
"Nxf3",3.12528907957462e-07,-0.346153955629659,0.078,0.097,0.00388754708608287
"moody",3.27852026732468e-07,0.572639334144419,0.059,0.043,0.00407815136052517
"CG2016",3.31052340607427e-07,1.68818256549129,0.012,0.005,0.00411796006481578
"Pitslre",3.3779230938337e-07,-0.10303398309072,0.412,0.449,0.00420179853641974
"Arts",3.41115838948903e-07,-1.1850896190838,0.009,0.016,0.0042431399206854
"RhoGAPp190",3.47145405276644e-07,0.320104894336585,0.202,0.176,0.00431814169623617
"MRP",3.51797058653657e-07,0.27806163759098,0.274,0.246,0.00437600361259284
"RecQ5",3.59474394734447e-07,0.412368524436857,0.063,0.047,0.00447150199610178
"CG31729",3.61626566579138e-07,-0.299149107260132,0.087,0.108,0.0044982728616779
"Eps-15",3.62338645450847e-07,0.465817895626825,0.058,0.043,0.00450713041076308
"Ugt303B3",3.64112772103863e-07,0.489580956231543,0.013,0.006,0.00452919877219995
"CG32687",3.73267210237097e-07,-0.242196955060381,0.073,0.092,0.00464307082813925
"CG5612",3.7418121137858e-07,-0.331829805962228,0.041,0.057,0.00465444008833816
"CG10713",3.84643732617044e-07,0.647994736537373,0.049,0.035,0.00478458339002342
"CG8858",3.85099615548227e-07,0.578742915787906,0.028,0.017,0.0047902541178044
"CG31687",3.95294874063879e-07,0.921345940995169,0.022,0.012,0.0049170729384806
"Moca-cyp",3.98709503032054e-07,0.304157086127299,0.186,0.16,0.00495954750821572
"galectin",4.02885286795726e-07,0.328067376217574,0.151,0.128,0.00501149008245204
"CG43349",4.08941121032648e-07,-0.370813763678361,0.081,0.101,0.00508681860452511
"CG11790",4.09119330441584e-07,-0.403845383914829,0.033,0.047,0.00508903535136286
"CG1307",4.14053139533882e-07,-0.337420436282486,0.033,0.047,0.00515040700266196
"Cyp6a13",4.32829447005545e-07,0.710202354932855,0.014,0.006,0.00538396549130197
"Odc2",4.37542613224667e-07,-0.90552069319793,0.015,0.024,0.00544259256590163
"CG6236",4.39617855637733e-07,0.77567911311711,0.029,0.018,0.00546840650627776
"ND-15",4.41871654054951e-07,-0.16234853163893,0.118,0.143,0.00549644150478954
"sand",4.53705615448497e-07,-0.806702252921993,0.007,0.014,0.00564364415056385
"RASSF8",4.58658661573793e-07,-0.317040003387681,0.07,0.089,0.00570525509131642
"dysf",4.59386889643091e-07,0.932925894859234,0.036,0.024,0.00571431352027041
"kcc",4.6080989394927e-07,0.321359468989719,0.133,0.11,0.00573201427083497
"Ttc7",4.60827126296383e-07,0.577678177302025,0.054,0.039,0.00573222862400071
"btsz",4.75507761380504e-07,0.617651306151037,0.077,0.06,0.00591484104381208
"CG10214",4.76465760187888e-07,-0.317963924759569,0.014,0.023,0.00592675759097714
"CG8086",4.83031621658757e-07,-0.556427054691231,0.029,0.042,0.00600843034181328
"htt",4.8625531735428e-07,0.335999035296282,0.138,0.115,0.00604852989256989
"Vap33",4.97867774217392e-07,-0.152932124717146,0.202,0.231,0.00619297724349014
"CG5009",5.00134959757005e-07,-0.459083836654727,0.024,0.035,0.00622117876441738
"Ubc7",5.00551900908242e-07,-0.360932467712103,0.022,0.033,0.00622636509539762
"spas",5.08837311079695e-07,-0.366469401592965,0.033,0.047,0.00632942731252033
